round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
Second,Robin Soderling,6-3 7-6(1) 6-1,2011,m,Robin Soderling,Gilles Muller,SWE,LUX,58%,60%,6,8,5,1,93%,78%,67%,40%,217.0,198.0,187.0,187.0,158.0,162.0,75%,-,37%,17%,92,61,30.0,23.0,15.0,33.0,77%,73%
Second,Jo-Wilfried Tsonga,6-3 7-6(1) 7-6(5),2011,m,Jo-Wilfried Tsonga,Andreas Seppi,FRA,ITA,64%,57%,20,8,4,3,79%,76%,44%,49%,214.0,202.0,192.0,184.0,146.0,138.0,50%,25%,34%,32%,115,102,46.0,25.0,47.0,29.0,59%,77%
Second,Jurgen Melzer,6-2 6-4 6-2,2011,m,Jurgen Melzer,Pere Riba,AUT,ESP,67%,54%,9,5,2,6,78%,60%,50%,42%,203.0,204.0,176.0,188.0,142.0,146.0,60%,100%,45%,31%,90,66,34.0,18.0,25.0,33.0,68%,80%
Second,Marcos Baghdatis,6-1 6-3 4-6 6-3,2011,m,Marcos Baghdatis,Juan Martin Del Potro,CYP,ARG,47%,68%,15,10,5,3,88%,61%,51%,51%,213.0,207.0,196.0,193.0,151.0,160.0,50%,40%,41%,31%,116,96,46.0,34.0,29.0,41.0,62%,80%
Second,Guillermo Garcia-Lopez,6-4 7-6(8) 6-1,2011,m,Guillermo Garcia-Lopez,Eduardo Schwank,ESP,ARG,54%,65%,4,2,4,8,87%,67%,62%,41%,199.0,196.0,183.0,177.0,145.0,148.0,44%,50%,39%,24%,111,86,26.0,21.0,28.0,63.0,59%,61%
Second,Andy Murray,6-1 6-3 6-3,2011,m,Andy Murray,Illya Marchenko,GBR,UKR,63%,55%,16,5,0,4,79%,54%,43%,41%,210.0,202.0,188.0,190.0,145.0,149.0,75%,25%,49%,34%,91,62,31.0,28.0,15.0,34.0,75%,64%
Second,Tomas Berdych,4-6 6-2 6-3 6-4,2011,m,Tomas Berdych,Philipp Kohlschreiber,CZE,GER,58%,62%,11,13,6,5,84%,73%,49%,37%,215.0,205.0,193.0,187.0,151.0,154.0,44%,33%,39%,29%,133,108,35.0,43.0,25.0,48.0,60%,59%
Second,Richard Gasquet,6-3 7-6(4) 6-4,2011,m,Richard Gasquet,Adrian Mannarino,FRA,FRA,69%,58%,11,5,3,3,77%,63%,57%,47%,207.0,197.0,178.0,168.0,147.0,132.0,36%,50%,43%,28%,115,88,44.0,35.0,33.0,46.0,64%,57%
Second,Kei Nishikori,6-4 6-3 0-6 6-3,2011,m,Kei Nishikori,Florian Mayer,JPN,GER,57%,64%,2,6,5,5,65%,68%,56%,38%,191.0,187.0,173.0,175.0,143.0,138.0,42%,40%,41%,37%,121,113,43.0,42.0,34.0,44.0,72%,62%
Second,Fernando Verdasco,2-6 4-6 6-4 7-6(0) 6-0,2011,m,Fernando Verdasco,Janko Tipsarevic,ESP,SRB,64%,55%,23,17,7,6,77%,67%,40%,47%,221.0,205.0,181.0,186.0,151.0,144.0,46%,25%,41%,35%,161,144,68.0,51.0,65.0,48.0,79%,52%
Second,Nicolas Almagro,7-5 2-6 4-6 7-6(10) 7-5,2011,m,Nicolas Almagro,Igor Andreev,ESP,RUS,52%,65%,10,20,5,5,78%,74%,54%,49%,210.0,204.0,186.0,189.0,140.0,141.0,38%,50%,34%,33%,169,169,48.0,55.0,51.0,63.0,65%,77%
Second,Ivan Ljubicic,6-3 6-7(2) 6-4 7-6(5),2011,m,Ivan Ljubicic,Benoit Paire,CRO,FRA,63%,54%,8,13,1,6,69%,72%,58%,45%,213.0,204.0,185.0,179.0,143.0,140.0,38%,100%,38%,35%,141,132,29.0,59.0,29.0,66.0,59%,67%
Second,Novak Djokovic,7-5 6-7(8) 6-0 6-2,2011,m,Novak Djokovic,Ivan Dodig,SRB,CRO,65%,58%,9,8,3,6,75%,68%,64%,47%,204.0,207.0,189.0,183.0,154.0,142.0,35%,20%,39%,28%,146,121,49.0,23.0,50.0,39.0,56%,47%
Second,Andy Roddick,7-6(7) 6-2 6-3,2011,m,Andy Roddick,Igor Kunitsyn,USA,RUS,67%,66%,17,4,5,0,85%,67%,74%,61%,221.0,195.0,195.0,181.0,181.0,134.0,43%,0%,35%,17%,99,74,31.0,31.0,16.0,33.0,53%,67%
Second,Robin Haase,6-4 6-4 3-6 6-2,2011,m,Robin Haase,Juan Monaco,NED,ARG,67%,69%,8,2,3,2,65%,58%,47%,47%,203.0,201.0,188.0,174.0,148.0,148.0,47%,29%,45%,40%,142,127,54.0,42.0,46.0,38.0,68%,67%
Second,Stanislas Wawrinka,7-5 6-3 6-3,2011,m,Stanislas Wawrinka,Grigor Dimitrov,SUI,BUL,54%,55%,8,2,0,6,77%,71%,65%,43%,216.0,207.0,185.0,191.0,145.0,166.0,60%,29%,39%,29%,91,71,26.0,23.0,11.0,27.0,71%,50%
Second,Gael Monfils,6-4 6-3 1-6 6-2,2011,m,Gael Monfils,Frederico Gil,FRA,POR,66%,71%,8,0,5,0,71%,54%,49%,57%,205.0,183.0,179.0,160.0,151.0,135.0,55%,57%,45%,35%,123,108,48.0,34.0,41.0,40.0,64%,71%
Second,Tommy Robredo,1-6 6-3 6-3 6-3,2011,m,Tommy Robredo,Mardy Fish,ESP,USA,71%,59%,1,13,2,5,73%,70%,47%,40%,200.0,211.0,176.0,189.0,146.0,149.0,36%,38%,41%,34%,119,103,31.0,46.0,27.0,51.0,77%,51%
Second,Sergiy Stakhovsky,6-3 6-4 6-4,2011,m,Sergiy Stakhovsky,Lukasz Kubot,UKR,POL,68%,65%,9,5,5,8,67%,57%,41%,31%,201.0,210.0,181.0,187.0,154.0,151.0,57%,63%,48%,39%,98,79,31.0,31.0,22.0,36.0,62%,60%
Second,Roger Federer,6-2 6-3 4-6 4-6 6-3,2011,m,Roger Federer,Gilles Simon,SUI,FRA,61%,57%,11,9,1,5,79%,56%,43%,55%,208.0,200.0,188.0,177.0,153.0,138.0,44%,56%,43%,35%,151,130,51.0,44.0,53.0,40.0,72%,44%
First,Rafael Nadal,6-0 5-0 ret.,2011,m,Rafael Nadal,Marcos Daniel,ESP,BRA,54%,65%,4,0,3,0,84%,12%,56%,0%,205.0,194.0,185.0,168.0,145.0,139.0,100%,0%,92%,26%,49,12,25.0,0.0,10.0,18.0,80%,0%
First,Bernard Tomic,6-3 6-2 7-6(5),2011,m,Bernard Tomic,Jeremy Chardy,AUS,FRA,63%,58%,2,12,3,7,72%,74%,71%,41%,201.0,206.0,183.0,198.0,145.0,168.0,50%,0%,37%,27%,103,81,21.0,33.0,23.0,56.0,73%,40%
First,John Isner,6-3 7-6(8) 6-3,2011,m,John Isner,Florent Serra,USA,FRA,73%,63%,26,4,4,5,81%,74%,48%,50%,224.0,197.0,202.0,183.0,182.0,150.0,60%,25%,33%,27%,108,90,60.0,27.0,38.0,21.0,85%,56%
First,Marin Cilic,6-3 6-2 6-1,2011,m,Marin Cilic,Donald Young,CRO,USA,63%,64%,8,1,0,3,81%,58%,64%,41%,203.0,197.0,185.0,168.0,154.0,132.0,55%,0%,46%,25%,86,56,33.0,11.0,28.0,25.0,92%,57%
First,Michael Llodra,6-3 3-6 6-2 6-4,2011,m,Michael Llodra,Juan Ignacio Chela,FRA,ARG,61%,60%,9,3,5,5,75%,64%,50%,42%,208.0,185.0,186.0,165.0,155.0,141.0,55%,30%,43%,33%,121,100,66.0,22.0,39.0,20.0,61%,41%
First,David Nalbandian,3-6 6-4 3-6 7-6(1) 9-7,2011,m,David Nalbandian,Lleyton Hewitt,ARG,AUS,65%,59%,6,10,6,5,64%,71%,51%,47%,191.0,192.0,174.0,172.0,149.0,140.0,50%,23%,38%,39%,193,193,65.0,53.0,83.0,62.0,68%,55%
First,Richard Berankis,6-4 6-2 7-5,2011,m,Richard Berankis,Marinko Matosevic,LTU,AUS,62%,54%,7,5,1,4,72%,59%,58%,48%,201.0,197.0,187.0,180.0,151.0,142.0,47%,75%,44%,33%,101,80,31.0,22.0,44.0,44.0,59%,62%
First,Michael Russell,6-3 6-2 5-7 7-6(9),2011,m,Michael Russell,Matthew Ebden,USA,AUS,71%,62%,4,12,3,2,66%,66%,44%,40%,196.0,199.0,168.0,179.0,147.0,145.0,62%,55%,43%,39%,146,134,39.0,52.0,33.0,76.0,66%,73%
First,David Ferrer,6-4 6-3 1-6 6-2,2011,m,David Ferrer,Jarkko Nieminen,ESP,FIN,70%,58%,4,5,2,0,79%,67%,56%,48%,194.0,207.0,175.0,186.0,141.0,138.0,45%,100%,41%,27%,107,86,32.0,30.0,32.0,45.0,87%,67%
First,Robin Soderling,6-4 6-2 6-2,2011,m,Robin Soderling,Potito Starace,SWE,ITA,59%,60%,12,4,0,2,88%,71%,64%,31%,219.0,188.0,191.0,179.0,150.0,147.0,63%,-,44%,22%,89,59,47.0,20.0,18.0,27.0,69%,64%
First,Jo-Wilfried Tsonga,4-6 2-6 6-2 6-3 6-4,2011,m,Jo-Wilfried Tsonga,Philipp Petzschner,FRA,GER,66%,55%,11,14,5,7,69%,73%,43%,41%,210.0,210.0,186.0,194.0,145.0,150.0,46%,28%,39%,39%,153,142,49.0,57.0,46.0,48.0,66%,59%
First,Pere Riba,1-6 7-6(5) 6-2 2-6 6-4,2011,m,Pere Riba,Carsten Ball,ESP,AUS,56%,68%,10,24,6,11,64%,77%,61%,45%,201.0,221.0,183.0,190.0,149.0,157.0,44%,71%,31%,36%,126,138,32.0,63.0,34.0,59.0,64%,54%
First,Juan Martin Del Potro,7-6(13) 6-4 6-4,2011,m,Juan Martin Del Potro,Dudi Sela,ARG,ISR,63%,53%,19,4,3,1,76%,73%,49%,56%,210.0,175.0,191.0,163.0,162.0,139.0,67%,40%,35%,33%,108,100,47.0,25.0,52.0,27.0,45%,62%
First,Marcos Baghdatis,3-6 7-5 6-1 4-6 6-2,2011,m,Marcos Baghdatis,Grega Zemlja,CYP,SLO,52%,54%,15,8,3,5,75%,64%,55%,51%,210.0,205.0,194.0,184.0,143.0,140.0,32%,31%,41%,34%,157,142,44.0,42.0,59.0,68.0,76%,65%
First,Andy Murray,6-3 6-1 4-2 ret.,2011,m,Andy Murray,Karol Beck,GBR,SVK,58%,59%,2,5,3,6,87%,65%,50%,35%,214.0,200.0,186.0,182.0,141.0,150.0,56%,0%,44%,28%,86,63,21.0,23.0,17.0,43.0,75%,70%
First,Tomas Berdych,6-4 6-0 6-2,2011,m,Tomas Berdych,Marco Crugnola,CZE,ITA,63%,62%,2,0,1,9,88%,58%,42%,32%,212.0,196.0,192.0,173.0,151.0,154.0,64%,100%,47%,29%,88,58,16.0,19.0,16.0,31.0,87%,73%
First,Richard Gasquet,6-3 6-4 6-4,2011,m,Richard Gasquet,Frank Dancevic,FRA,CAN,63%,65%,5,2,2,0,72%,58%,63%,47%,205.0,205.0,182.0,181.0,148.0,145.0,43%,75%,46%,30%,99,77,39.0,24.0,24.0,29.0,52%,45%
First,Kei Nishikori,6-1 6-4 6-7(4) 6-4,2011,m,Kei Nishikori,Fabio Fognini,JPN,ITA,69%,62%,6,3,3,5,69%,63%,50%,43%,189.0,197.0,166.0,167.0,134.0,135.0,53%,21%,43%,36%,142,122,36.0,34.0,52.0,64.0,65%,68%
First,Fernando Verdasco,6-1 6-3 6-2,2011,m,Fernando Verdasco,Rainer Schuettler,ESP,GER,62%,55%,8,5,1,5,86%,65%,58%,35%,212.0,192.0,186.0,169.0,147.0,142.0,43%,0%,46%,25%,94,63,33.0,27.0,18.0,35.0,64%,52%
First,Ivan Ljubicic,6-3 6-3 7-6(2),2011,m,Ivan Ljubicic,Peter Luczak,CRO,AUS,61%,60%,19,8,1,2,86%,71%,64%,43%,209.0,198.0,190.0,182.0,157.0,151.0,25%,0%,39%,23%,118,91,57.0,34.0,38.0,31.0,64%,53%
First,Novak Djokovic,6-1 6-3 6-1,2011,m,Novak Djokovic,Marcel Granollers,SRB,ESP,67%,48%,7,3,1,3,75%,68%,68%,24%,206.0,207.0,194.0,188.0,155.0,143.0,58%,50%,53%,27%,84,47,34.0,15.0,17.0,26.0,68%,55%
First,Andy Roddick,6-1 6-2 6-2,2011,m,Andy Roddick,Jan Hajek,USA,CZE,68%,58%,18,2,2,3,80%,58%,54%,35%,219.0,200.0,199.0,173.0,184.0,138.0,46%,0%,49%,28%,91,57,31.0,18.0,23.0,37.0,100%,61%
First,Juan Monaco,7-6(5) 7-6(4) 6-2,2011,m,Juan Monaco,Simon Greul,ARG,GER,72%,59%,5,3,1,7,67%,57%,48%,42%,201.0,203.0,173.0,188.0,146.0,146.0,33%,50%,47%,38%,128,105,26.0,37.0,42.0,70.0,67%,73%
First,Gael Monfils,6-7(5) 2-6 7-5 6-2 6-1,2011,m,Gael Monfils,Thiemo de Bakker,FRA,NED,64%,62%,13,14,4,5,76%,63%,49%,40%,203.0,214.0,176.0,192.0,150.0,148.0,32%,56%,44%,33%,174,148,55.0,57.0,33.0,71.0,58%,60%
First,Mardy Fish,2-6 4-6 6-3 7-5 6-3,2011,m,Mardy Fish,Victor Hanescu,USA,ROU,57%,75%,12,10,3,1,77%,67%,50%,54%,205.0,203.0,181.0,186.0,141.0,153.0,46%,42%,36%,34%,143,141,70.0,52.0,50.0,42.0,75%,61%
First,Lukasz Kubot,5-7 6-2 3-6 6-1 8-6,2011,m,Lukasz Kubot,Sam Querrey,POL,USA,68%,67%,7,19,8,4,75%,63%,41%,51%,203.0,212.0,183.0,186.0,150.0,144.0,54%,33%,40%,34%,175,158,75.0,51.0,47.0,25.0,71%,71%
First,Gilles Simon,6-7(3) 6-2 6-4 6-2,2011,m,Gilles Simon,Yen-Hsun Lu,FRA,TPE,49%,60%,6,3,2,4,77%,66%,59%,46%,200.0,197.0,176.0,183.0,130.0,154.0,55%,17%,41%,31%,138,113,47.0,43.0,35.0,63.0,82%,71%
First,Roger Federer,6-1 6-1 6-3,2011,m,Roger Federer,Lukas Lacko,SUI,SVK,64%,67%,8,3,1,1,87%,59%,67%,22%,206.0,202.0,183.0,186.0,151.0,149.0,50%,100%,52%,20%,91,51,37.0,11.0,18.0,27.0,80%,50%
Final,Novak Djokovic,5-7 6-4 6-2 6-7(5) 7-5,2012,m,Novak Djokovic,Rafael Nadal,SRB,ESP,59%,67%,9,10,2,4,68%,66%,63%,45%,202.0,204.0,190.0,183.0,150.0,136.0,35%,67%,41%,34%,193,176,57.0,44.0,69.0,71.0,74%,84%
semi,Novak Djokovic,6-3 3-6 6-7(4) 6-1 7-5,2012,m,Novak Djokovic,Andy Murray,SRB,GBR,61%,63%,11,9,6,10,66%,64%,45%,30%,203.0,215.0,189.0,184.0,157.0,139.0,42%,29%,49%,42%,184,161,49.0,47.0,69.0,86.0,75%,70%
semi,Rafael Nadal,6-7(5) 6-2 7-6(5) 6-4,2012,m,Rafael Nadal,Roger Federer,ESP,SUI,77%,64%,4,11,1,5,69%,66%,63%,55%,194.0,207.0,172.0,185.0,137.0,154.0,38%,30%,38%,33%,146,130,36.0,46.0,34.0,63.0,33%,61%
quarter,Novak Djokovic,6-4 7-6(4) 6-1,2012,m,Novak Djokovic,David Ferrer,SRB,ESP,53%,65%,3,2,0,1,71%,61%,67%,50%,199.0,193.0,186.0,178.0,151.0,145.0,42%,50%,43%,31%,105,84,35.0,18.0,39.0,36.0,78%,50%
quarter,Andy Murray,6-3 6-3 6-1,2012,m,Andy Murray,Kei Nishikori,GBR,JPN,44%,60%,4,1,3,2,78%,54%,58%,37%,211.0,192.0,176.0,175.0,141.0,136.0,39%,20%,53%,33%,104,71,36.0,30.0,27.0,39.0,84%,59%
quarter,Roger Federer,6-4 6-3 6-2,2012,m,Roger Federer,Juan Martin Del Potro,SUI,ARG,57%,67%,5,5,1,3,89%,57%,58%,55%,200.0,207.0,180.0,192.0,151.0,151.0,63%,17%,44%,25%,96,68,38.0,20.0,22.0,27.0,75%,73%
quarter,Rafael Nadal,6-7(5) 7-6(6) 6-4 6-3,2012,m,Rafael Nadal,Tomas Berdych,ESP,CZE,71%,62%,6,17,2,5,76%,74%,49%,45%,200.0,219.0,178.0,193.0,137.0,153.0,38%,15%,37%,32%,157,147,57.0,66.0,30.0,56.0,77%,53%
Fourth,Novak Djokovic,6-1 6-3 4-6 6-3,2012,m,Novak Djokovic,Lleyton Hewitt,SRB,AUS,62%,53%,15,3,3,6,73%,68%,56%,36%,202.0,195.0,191.0,171.0,153.0,139.0,67%,67%,47%,33%,126,100,55.0,23.0,34.0,37.0,52%,79%
Fourth,David Ferrer,6-4 6-4 6-1,2012,m,David Ferrer,Richard Gasquet,ESP,FRA,63%,71%,5,1,3,3,87%,52%,37%,50%,192.0,208.0,179.0,174.0,141.0,144.0,78%,67%,49%,32%,90,65,36.0,16.0,23.0,27.0,86%,56%
Fourth,Andy Murray,6-1 6-1 1-0 ret.,2012,m,Andy Murray,Mikhail Kukushkin,GBR,KAZ,65%,70%,4,0,0,0,68%,18%,58%,50%,211.0,191.0,170.0,159.0,144.0,136.0,64%,67%,64%,35%,52,25,17.0,5.0,15.0,27.0,67%,60%
Fourth,Kei Nishikori,2-6 6-2 6-1 3-6 6-3,2012,m,Kei Nishikori,Jo-Wilfried Tsonga,JPN,FRA,66%,59%,1,13,5,3,70%,68%,53%,42%,197.0,224.0,170.0,192.0,133.0,139.0,32%,33%,42%,36%,141,128,37.0,50.0,30.0,70.0,58%,59%
Fourth,Juan Martin Del Potro,6-4 6-2 6-1,2012,m,Juan Martin Del Potro,Philipp Kohlschreiber,ARG,GER,64%,55%,6,3,1,3,80%,67%,56%,23%,209.0,202.0,187.0,178.0,146.0,130.0,44%,33%,53%,29%,95,61,31.0,28.0,14.0,29.0,62%,63%
Fourth,Roger Federer,6-4 6-2 6-2,2012,m,Roger Federer,Bernard Tomic,SUI,AUS,58%,75%,13,0,3,2,84%,56%,56%,38%,206.0,196.0,188.0,174.0,153.0,137.0,60%,20%,48%,28%,101,70,45.0,13.0,28.0,32.0,76%,38%
Fourth,Tomas Berdych,4-6 7-6(5) 7-6(3) 7-6(2),2012,m,Tomas Berdych,Nicolas Almagro,CZE,ESP,56%,58%,28,16,4,3,87%,76%,59%,58%,217.0,213.0,194.0,190.0,148.0,138.0,11%,22%,32%,26%,161,145,70.0,54.0,41.0,41.0,76%,75%
Fourth,Rafael Nadal,6-4 6-4 6-2,2012,m,Rafael Nadal,Feliciano Lopez,ESP,ESP,80%,57%,4,10,1,6,81%,66%,64%,38%,199.0,215.0,175.0,200.0,134.0,161.0,28%,25%,46%,23%,105,75,20.0,26.0,14.0,52.0,71%,72%
Third,Novak Djokovic,6-0 6-1 6-1,2012,m,Novak Djokovic,Nicolas Mahut,SRB,FRA,62%,65%,7,0,1,5,84%,49%,70%,22%,204.0,199.0,186.0,182.0,152.0,159.0,62%,0%,61%,21%,81,37,31.0,12.0,8.0,26.0,67%,45%
Third,Lleyton Hewitt,4-6 6-3 7-6(5) 6-3,2012,m,Lleyton Hewitt,Milos Raonic,AUS,CAN,57%,53%,7,23,7,6,74%,77%,54%,52%,197.0,228.0,168.0,208.0,138.0,167.0,60%,25%,35%,35%,129,122,27.0,58.0,32.0,54.0,68%,51%
Third,Richard Gasquet,6-3 6-3 6-1,2012,m,Richard Gasquet,Janko Tipsarevic,FRA,SRB,60%,49%,6,5,1,1,71%,51%,74%,47%,202.0,197.0,174.0,184.0,144.0,138.0,50%,100%,51%,28%,87,56,33.0,24.0,8.0,33.0,85%,63%
Third,David Ferrer,7-5 6-2 6-1,2012,m,David Ferrer,Juan Ignacio Chela,ESP,ARG,55%,64%,1,1,3,1,65%,53%,55%,26%,197.0,191.0,177.0,165.0,141.0,134.0,62%,50%,57%,39%,100,70,43.0,18.0,30.0,31.0,68%,57%
Third,Andy Murray,6-4 6-2 6-0,2012,m,Andy Murray,Michael Llodra,GBR,FRA,60%,58%,7,2,2,3,70%,71%,71%,18%,218.0,207.0,182.0,182.0,142.0,157.0,46%,0%,51%,30%,94,61,48.0,18.0,11.0,23.0,78%,50%
Third,Mikhail Kukushkin,6-2 7-5 5-7 1-6 6-4,2012,m,Mikhail Kukushkin,Gael Monfils,KAZ,FRA,66%,65%,5,9,2,11,64%,64%,47%,38%,201.0,199.0,172.0,158.0,125.0,142.0,35%,53%,45%,42%,158,149,61.0,43.0,72.0,55.0,61%,53%
Third,Kei Nishikori,4-6 7-6(3) 7-6(4) 6-3,2012,m,Kei Nishikori,Julien Benneteau,JPN,FRA,70%,67%,4,7,4,3,68%,60%,50%,42%,194.0,201.0,168.0,170.0,133.0,133.0,54%,86%,46%,37%,148,129,50.0,54.0,30.0,51.0,57%,60%
Third,Jo-Wilfried Tsonga,6-2 6-2 6-2,2012,m,Jo-Wilfried Tsonga,Frederico Gil,FRA,POR,54%,71%,6,0,1,1,84%,48%,63%,60%,215.0,182.0,188.0,164.0,144.0,137.0,86%,0%,49%,26%,85,53,35.0,13.0,20.0,20.0,67%,47%
Third,Philipp Kohlschreiber,6-3 6-2 7-6(3),2012,m,Philipp Kohlschreiber,Alejandro Falla,GER,COL,52%,66%,4,1,0,1,79%,65%,64%,39%,211.0,195.0,180.0,173.0,145.0,128.0,63%,33%,44%,28%,110,81,31.0,22.0,33.0,37.0,83%,71%
Third,Juan Martin Del Potro,6-2 6-3 6-0,2012,m,Juan Martin Del Potro,Yen-Hsun Lu,ARG,TPE,57%,58%,8,6,1,3,85%,56%,58%,36%,217.0,203.0,196.0,192.0,147.0,161.0,70%,-,52%,27%,79,48,17.0,18.0,13.0,40.0,80%,59%
Third,Bernard Tomic,4-6 7-6(0) 7-6(6) 2-6 6-3,2012,m,Bernard Tomic,Alexandr Dolgopolov,AUS,UKR,69%,45%,13,22,2,3,63%,78%,56%,53%,198.0,209.0,178.0,193.0,145.0,135.0,44%,33%,36%,39%,174,174,41.0,80.0,61.0,78.0,62%,70%
Third,Roger Federer,7-6(6) 7-5 6-3,2012,m,Roger Federer,Ivo Karlovic,SUI,CRO,62%,71%,9,15,0,3,80%,76%,74%,34%,203.0,211.0,182.0,199.0,150.0,169.0,33%,0%,36%,22%,120,98,55.0,40.0,13.0,35.0,69%,52%
Third,Tomas Berdych,7-6(5) 7-6(1) 6-1,2012,m,Tomas Berdych,Kevin Anderson,CZE,RSA,53%,69%,14,16,6,5,81%,71%,64%,41%,220.0,210.0,197.0,192.0,153.0,167.0,18%,0%,39%,27%,124,102,49.0,41.0,28.0,40.0,76%,44%
Third,Nicolas Almagro,7-6(2) 6-2 6-4,2012,m,Nicolas Almagro,Stanislas Wawrinka,ESP,SUI,56%,53%,6,4,0,2,72%,57%,63%,47%,212.0,202.0,187.0,173.0,143.0,133.0,38%,100%,47%,32%,116,90,31.0,30.0,26.0,49.0,67%,50%
Third,Feliciano Lopez,6-3 6-7(3) 6-4 6-7(0) 6-1,2012,m,Feliciano Lopez,John Isner,ESP,USA,56%,73%,16,30,12,3,76%,72%,64%,44%,216.0,217.0,192.0,197.0,162.0,175.0,55%,25%,35%,29%,160,140,55.0,64.0,30.0,51.0,71%,64%
Third,Rafael Nadal,6-2 6-4 6-2,2012,m,Rafael Nadal,Lukas Lacko,ESP,SVK,81%,67%,2,8,0,3,85%,60%,46%,42%,197.0,202.0,172.0,179.0,132.0,151.0,50%,20%,46%,22%,89,57,27.0,17.0,19.0,30.0,75%,70%
Second,Novak Djokovic,6-3 6-2 6-1,2012,m,Novak Djokovic,Santiago Giraldo,SRB,COL,55%,52%,9,3,2,3,81%,63%,66%,31%,201.0,200.0,188.0,183.0,148.0,148.0,54%,50%,52%,26%,86,52,27.0,13.0,21.0,39.0,69%,50%
Second,Nicolas Mahut,1-6 7-6(6) 6-2 6-2,2012,m,Nicolas Mahut,Tatsuma Ito,FRA,JPN,69%,62%,8,3,2,5,64%,62%,37%,44%,192.0,205.0,166.0,170.0,137.0,139.0,44%,55%,45%,45%,123,123,28.0,39.0,46.0,54.0,64%,53%
Second,Milos Raonic,6-4 5-7 6-2 7-5,2012,m,Milos Raonic,Philipp Petzschner,CAN,GER,54%,54%,17,10,6,4,81%,79%,54%,40%,225.0,214.0,204.0,187.0,165.0,138.0,71%,18%,39%,32%,136,122,47.0,38.0,38.0,44.0,53%,66%
Second,Lleyton Hewitt,3-6 6-3 6-4 ret.,2012,m,Lleyton Hewitt,Andy Roddick,AUS,USA,58%,62%,11,9,2,2,82%,68%,52%,54%,195.0,219.0,172.0,193.0,138.0,166.0,43%,40%,37%,31%,88,81,41.0,28.0,27.0,22.0,68%,44%
Second,Janko Tipsarevic,3-6 6-2 7-6(5) 6-4,2012,m,Janko Tipsarevic,James Duckworth,SRB,AUS,56%,66%,11,10,3,6,80%,66%,61%,44%,199.0,207.0,184.0,174.0,145.0,129.0,31%,60%,41%,29%,135,115,42.0,45.0,31.0,53.0,71%,69%
Second,Richard Gasquet,6-4 6-2 3-0 ret.,2012,m,Richard Gasquet,Andrey Golubev,FRA,KAZ,60%,66%,5,4,0,5,78%,46%,50%,46%,204.0,193.0,177.0,169.0,143.0,153.0,35%,100%,54%,33%,84,58,33.0,27.0,10.0,27.0,68%,62%
Second,Juan Ignacio Chela,6-4 6-4 6-3,2012,m,Juan Ignacio Chela,Pablo Andujar,ARG,ESP,70%,57%,1,0,3,6,60%,51%,52%,39%,187.0,191.0,161.0,172.0,129.0,145.0,53%,42%,54%,43%,103,82,17.0,33.0,27.0,62.0,64%,70%
Second,David Ferrer,6-7(4) 6-2 3-6 6-2 6-3,2012,m,David Ferrer,Ryan Sweeting,ESP,USA,67%,63%,6,5,6,9,68%,64%,54%,45%,190.0,207.0,171.0,183.0,142.0,154.0,70%,30%,43%,37%,155,137,36.0,48.0,37.0,73.0,53%,74%
Second,Andy Murray,6-1 6-4 6-4,2012,m,Andy Murray,Edouard Roger-Vasselin,GBR,FRA,68%,56%,9,2,2,2,85%,66%,60%,43%,217.0,195.0,181.0,182.0,140.0,149.0,33%,0%,44%,23%,101,71,41.0,29.0,19.0,33.0,78%,67%
Second,Mikhail Kukushkin,5-7 6-4 6-2 4-6 6-3,2012,m,Mikhail Kukushkin,Viktor Troicki,KAZ,SRB,63%,53%,5,7,3,2,71%,63%,55%,53%,197.0,210.0,173.0,184.0,126.0,132.0,39%,45%,42%,35%,154,138,48.0,32.0,56.0,64.0,49%,63%
Second,Gael Monfils,2-6 6-0 6-4 6-2,2012,m,Gael Monfils,Thomaz Bellucci,FRA,BRA,61%,56%,3,1,5,2,69%,62%,49%,42%,210.0,200.0,175.0,178.0,148.0,144.0,44%,25%,47%,39%,121,103,34.0,29.0,37.0,53.0,62%,61%
Second,Julien Benneteau,7-5 7-6(8) 1-6 3-6 6-2,2012,m,Julien Benneteau,Gilles Simon,FRA,FRA,63%,64%,6,3,6,3,63%,64%,50%,48%,203.0,201.0,174.0,159.0,131.0,132.0,39%,47%,42%,42%,163,165,58.0,55.0,55.0,40.0,66%,63%
Second,Kei Nishikori,3-6 1-6 6-4 6-1 6-1,2012,m,Kei Nishikori,Matthew Ebden,JPN,AUS,67%,66%,2,6,3,2,61%,67%,52%,40%,197.0,200.0,168.0,179.0,137.0,142.0,42%,50%,42%,42%,127,126,38.0,31.0,57.0,54.0,56%,64%
Second,Jo-Wilfried Tsonga,7-5 6-4 6-4,2012,m,Jo-Wilfried Tsonga,Ricardo Mello,FRA,BRA,73%,51%,15,2,3,7,74%,67%,52%,51%,214.0,180.0,183.0,162.0,138.0,135.0,50%,33%,41%,32%,102,86,54.0,18.0,44.0,19.0,76%,62%
